10388,Building Regulations,Supply & Install Building Regulations,7,1.0,471,Preliminaries,1876,35,item,1988,Building Regulations
8443,Buildover agreement,Supply & Install Buildover agreement,7,,471,Preliminaries,1876,1,nr,669,Buildover agreement
8532,Council planning permission,Supply & Install Council planning permission,7,,471,Preliminaries,1876,1,nr,910,Council planning permission
8528,Licence to alter,Supply & Install Licence to alter,7,,471,Preliminaries,1876,1,nr,666,Licence to alter
8442,Skip licence,Supply & Install Skip licence,7,,471,Preliminaries,1876,1,nr,647,Skip licence
8782,Attendance on sub-contracted work,Supply & Install Attendance on sub-contracted work,7,1.0,471,Preliminaries,1717,8,day,,
10945,Commercial saving,Supply & Install Commercial saving,7,1.0,471,Preliminaries,1717,35,item,,
8461,Extension of Time,Supply & Install Extension of Time,7,,471,Preliminaries,1717,33,week,879,Extension of Time
10803,Project manager for pool installation,Supply & Install Project manager for pool installation,7,1.0,471,Preliminaries,1717,8,day,,
8183,Project manager on site,Supply & Install Project manager on site,7,1.0,471,Preliminaries,1717,8,day,,
9391,Project manager on site - Item,Supply & Install Project manager on site - Item,7,1.0,471,Preliminaries,1717,35,item,367,Project manager on site
9862,Site Labourer,Supply & Install Site Labourer,7,1.0,471,Preliminaries,1717,8,day,,
10150,Site management,Supply & Install Site management,7,1.0,471,Preliminaries,1717,8,day,,
9728,Working foreman,Supply & Install Working foreman,7,1.0,471,Preliminaries,1717,8,day,,
9829,Working foreman - item,Supply & Install Working foreman - item,7,1.0,471,Preliminaries,1717,35,item,1671,Working foreman
8613,Bay Suspension,Supply & Install Bay Suspension,7,,471,Preliminaries,1877,1,nr,713,Bay Suspension
10003,Congestion charge,Supply & Install Congestion charge,7,1.0,471,Preliminaries,1877,8,day,1795,Congestion charge
10910,Parking bay suspension application fee,Supply & Install Parking bay suspension application fee,7,1.0,471,Preliminaries,1877,35,item,2235,Parking bay suspension application fee
10312,Parking per day,Supply & Install Parking per day,7,1.0,471,Preliminaries,1877,8,day,1935,Parking per day
8534,Parking permit,Supply & Install Parking permit,7,,471,Preliminaries,1877,1,nr,156,Parking
9828,Parking suspension,Supply & Install Parking suspension,7,1.0,471,Preliminaries,1877,8,day,1670,Parking suspension
9849,Permission to park,Supply & Install Permission to park,7,1.0,471,Preliminaries,1877,8,day,1684,Permission to park
8079,Delivery and collection of portaloo,Supply & Install Delivery and collection of portaloo,7,1.0,471,Preliminaries,1878,1,nr,1220,Portaloo (delivery)
8550,Portaloo weekly hire,Supply & Install Portaloo weekly hire,7,,471,Preliminaries,1878,33,week,168,Portaloo (week)
8537,Temporary electricty supply,Supply & Install Temporary electricty supply,7,,471,Preliminaries,1878,1,nr,914,Temporary electricty supply
8538,Temporary storage,Supply & Install Temporary storage,7,,471,Preliminaries,1878,1,nr,915,Temporary storage
8536,Temporary water supply,Supply & Install Temporary water supply,7,,471,Preliminaries,1878,1,nr,913,Temporary water supply
9984,Utilities / Utility Services / Utilities,Supply & Install Utilities / Utility Services / Utilities,7,1.0,471,Preliminaries,1878,35,item,1776,Utilities / Utility Services
10085,Concrete pump hire,Supply & Install Concrete pump hire,7,1.0,471,Preliminaries,1783,8,day,1846,Concrete pump hire
8073,Conveyor,Supply & Install Conveyor,7,1.0,471,Preliminaries,1783,33,week,51,Conveyor
8453,Crane hire,Supply & Install Crane hire,7,,471,Preliminaries,1783,8,day,57,Crane
9627,Crane hire - risk assessment/method statement,Supply & Install Crane hire - risk assessment/method statement,7,1.0,471,Preliminaries,1783,35,item,1564,Crane hire - risk assessment/method statement
10739,Crusher delivery and collection,Supply & Install Crusher delivery and collection,7,1.0,471,Preliminaries,1783,35,item,2155,Crusher delivery
9641,Dehumidifier; weekly hire,Supply & Install Dehumidifier; weekly hire,7,1.0,471,Preliminaries,1783,33,week,1573,Dehumidifier hire
9957,Delivery and collection of dumper truck,Supply & Install Delivery and collection of dumper truck,7,1.0,471,Preliminaries,1783,35,item,1758,Delivery of dumper truck
8078,Delivery and collection of excavator,Supply & Install Delivery and collection of excavator,7,1.0,471,Preliminaries,1783,7,nr,446,Delivery and collection of excavator
9029,Drying out - heaters and fuel,Supply & Install Drying out - heaters and fuel,7,1.0,471,Preliminaries,1783,35,item,1224,Drying out
9954,Dumper truck weekly hire,Supply & Install Dumper truck weekly hire,7,1.0,471,Preliminaries,1783,33,week,1757,Dumper truck
10509,Dust extraction weekly hire,Supply & Install Dust extraction weekly hire,7,1.0,471,Preliminaries,1783,33,week,2040,Dust extraction weekly hire
8103,Excavator,Supply & Install Excavator,7,1.0,471,Preliminaries,1783,33,week,98,Excavator
9640,Heater hire; weekly,Supply & Install Heater hire; weekly,7,1.0,471,Preliminaries,1783,33,week,1574,Heater hire
8509,Hire of Cherry Picker,Supply & Install Hire of Cherry Picker,7,,471,Preliminaries,1783,33,week,907,Hire of Cherry Picker
8695,Hydraulic Lift,Supply & Install Hydraulic Lift,7,,471,Preliminaries,1783,1,nr,734,Lift
10740,"Material crusher, machine operator; weekly","Supply & Install Material crusher, machine operator; weekly",7,1.0,471,Preliminaries,1783,33,week,2156,"Material crusher, machine operator"
8153,Materials lift,Supply & Install Materials lift,7,1.0,471,Preliminaries,1783,33,week,358,Materials lift
9026,Plant and Small Tools allowance,Supply & Install Plant and Small Tools allowance,7,1.0,471,Preliminaries,1783,33,week,1221,Small Plant and Tools
9027,Pumping and dewatering allowance,Supply & Install Pumping and dewatering allowance,7,1.0,471,Preliminaries,1783,35,item,1222,Pumping and dewatering
10503,Sand blaster / grit blaster delivery,Supply & Install Sand blaster / grit blaster delivery,7,1.0,471,Preliminaries,1783,35,item,2037,Sand blaster / grit blaster delivery
10502,Sand Blaster / Grit Blaster hire,Supply & Install Sand Blaster / Grit Blaster hire,7,1.0,471,Preliminaries,1783,33,week,2036,Sand Blaster / Grit Blaster hire
8539,Construction traffic management plan,Supply & Install Construction traffic management plan,7,,471,Preliminaries,1879,1,nr,916,CTMP
10939,Pest control,Supply & Install Pest control,7,1.0,471,Preliminaries,1879,1,nr,2239,Pest control
8893,Risk assesments,Supply & Install Risk assesments,7,1.0,471,Preliminaries,1879,1,nr,1108,Risk assesments
8754,Site Survey,Supply & Install Site Survey,7,1.0,471,Preliminaries,1879,35,item,223,Site survey
9633,Soil invesigation survey,Supply & Install Soil invesigation survey,7,1.0,471,Preliminaries,1879,35,item,1568,Soil investigation
8758,Contractor Design,Supply & Install Contractor Design,7,1.0,471,Preliminaries,1880,35,item,752,Professional Fees
8541,Design consultancy,Supply & Install Design consultancy,7,,471,Preliminaries,1880,1,nr,918,Design consultancy
8542,Energy assessment,Supply & Install Energy assessment,7,,471,Preliminaries,1880,1,nr,919,Energy assessment
8543,EPC certification,Supply & Install EPC certification,7,,471,Preliminaries,1880,1,nr,920,EPC certification
10738,Material crusher weekly hire (assume builder on site can operate),Supply & Install Material crusher weekly hire (assume builder on site can operate),7,1.0,471,Preliminaries,1880,33,week,2154,Crusher weekly hire
8755,Professional Fees,Supply & Install Professional Fees,7,1.0,471,Preliminaries,1880,35,item,752,Professional Fees
8540,Structural drawings,Supply & Install Structural drawings,7,,471,Preliminaries,1880,1,nr,917,Structural drawings
10152,Remove existing portacabin by demolition,Supply & Install Remove existing portacabin by demolition,7,1.0,471,Preliminaries,1658,35,item,1867,Remove existing portacabin
8227,Site office,Supply & Install Site office,7,1.0,471,Preliminaries,1658,33,week,222,Site office
10876, Acrow propping (650mm spacing) to support wall when removing chimney breast,Supply & Install  Acrow propping (650mm spacing) to support wall when removing chimney breast,7,1.0,471,Preliminaries,1954,1,nr,849,"Supply and install temporary propping  (for wall opening or wall demo, 650mm spacing, rent / 1 week) "
8361,Acrow propping (650mm spacing),Supply & Install Acrow propping (650mm spacing),7,,471,Preliminaries,1954,1,nr,849,"Supply and install temporary propping  (for wall opening or wall demo, 650mm spacing, rent / 1 week) "
10833,Chimney scaffold,Supply & Install Chimney scaffold,7,1.0,471,Preliminaries,1694,1,nr,2208,Chimney scaffold
9710,Drive protection,Supply & Install Drive protection,7,1.0,471,Preliminaries,1693,4,m2,1612,Drive protection
10838,Dust protection to retained contents,Supply & Install Dust protection to retained contents,7,1.0,471,Preliminaries,1693,1,nr,88,Dust sheets
8089,Flexible protection to floor / Protection to carpet,Supply & Install Flexible protection to floor / Protection to carpet,2,1.0,471,Preliminaries,1693,4,m2,88,Dust sheets
8473,Protect fire place and hearth,Supply & Install Protect fire place and hearth,7,,471,Preliminaries,1693,1,nr,890,Existing Fire places and hearth stone to be protected
9758,Protection to existing fitted joinery,Supply & Install Protection to existing fitted joinery,7,1.0,471,Preliminaries,1693,4,m2,369,Rigid protection
10116,Protection to trees,Supply & Install Protection to trees,7,1.0,471,Preliminaries,1693,4,m2,171,Protective fencing
9625,Protection to window / window protection / window film including removal,Supply & Install Protection to window / window protection / window film including removal,7,1.0,471,Preliminaries,1693,4,m2,1563,Window protection / window film
8198,Rigid protection to floor,Supply & Install Rigid protection to floor,2,1.0,471,Preliminaries,1693,4,m2,369,Rigid protection
8757,Rigid protection to staircase,Supply & Install Rigid protection to staircase,7,1.0,471,Preliminaries,1693,35,item,753,Protection
10296,Rigid protection to walls,Supply & Install Rigid protection to walls,1,1.0,471,Preliminaries,1693,4,m2,369,Rigid protection
10781,Temporary fall protection,Supply & Install Temporary fall protection,7,1.0,471,Preliminaries,1693,4,m2,1507,Temporary works
9721,Temporary roof coverings,Supply & Install Temporary roof coverings,7,1.0,471,Preliminaries,1693,4,m2,699,Temporary roof
10460,Temporary screen,Supply & Install Temporary screen,7,1.0,471,Preliminaries,1693,4,m2,2023,Temporary screen
8460,Timber boarding to window/door opening,Supply & Install Timber boarding to window/door opening,7,,471,Preliminaries,1693,4,m2,603,Wood sheathing
10295,Monarflex to scaffolding,Supply & Install Monarflex to scaffolding,1,1.0,471,Preliminaries,1694,4,m2,1926,Monarflex to scaffolding
9366,Podium deck hire,Supply & Install Podium deck hire,7,1.0,471,Preliminaries,1694,33,week,1424,Podium deck
9367,Podium deck; erection and dismantling,Supply & Install Podium deck; erection and dismantling,7,1.0,471,Preliminaries,1694,1,nr,,
10289,Scaffold fan / protection fan,Supply & Install Scaffold fan / protection fan,10,1.0,471,Preliminaries,1694,2,m,1925,Scaffold fan
9024,Scaffold roof,Supply & Install Scaffold roof,3,1.0,471,Preliminaries,1694,4,m2,188,Scaffold roof
9055,Scaffold safestand / working platform,Supply & Install Scaffold safestand / working platform,6,1.0,471,Preliminaries,1694,2,m,1243,Scaffold safestands (m)
10024,Scaffold; crash deck platform / safety decking,Supply & Install Scaffold; crash deck platform / safety decking,2,1.0,471,Preliminaries,1694,4,m2,1806,Crash deck platform
9056,Scaffold; mobile tower weekly hire,Supply & Install Scaffold; mobile tower weekly hire,7,1.0,471,Preliminaries,1694,33,week,1244,Mobile tower
8756,Scaffolding (item),Supply & Install Scaffolding (item),7,1.0,471,Preliminaries,1694,35,item,187,Scaffold items
10172,Scaffolding Subcontractor quotation,Supply & Install Scaffolding Subcontractor quotation,7,1.0,471,Preliminaries,1694,35,item,1883,Scaffolding subcontractor quotation
8205,Scaffolding to elevations (m2),Supply & Install Scaffolding to elevations (m2),1,1.0,471,Preliminaries,1694,4,m2,373,Scaffolding m2
8286,Temporary roof,Supply & Install Temporary roof,3,1.0,471,Preliminaries,1694,4,m2,699,Temporary roof
9824,Heras Acoustic Barrier System; 1250mm wide; weekly hire,Supply & Install Heras Acoustic Barrier System; 1250mm wide; weekly hire,7,1.0,471,Preliminaries,1695,1,nr,1666,Heras Acoustic Barrier System
9576,Heras fencing; weekly hire,Supply & Install Heras fencing; weekly hire,7,1.0,471,Preliminaries,1695,1,nr,1530,Heras fencing
8292,Timber hoarding,Supply & Install Timber hoarding,6,1.0,471,Preliminaries,1695,2,m,390,Timber hoarding with built in door and timber lock
10545,Propping/Shoring,Supply & Install Propping/Shoring,7,1.0,471,Preliminaries,1954,33,week,262,Temporary prop
9126,	 600mm wide by 1200mm deep trench foundations,Supply & Install 	 600mm wide by 1200mm deep trench foundations,6,1.0,478,Foundations and substructure,1648,2,m,1279,"	Shuttering, concrete and mesh to 600mm wide by 1200mm deep trench foundations - 10m-20 run"
9125,	 Hardwood casement window (3-4m2),Supply & Install 	 Hardwood casement window (3-4m2),7,1.0,483,External windows and doors,1664,1,nr,1278,Hardwood casement window (3-4m2)
9084,	 Plaster ceiling rose; 300-450mm diameter,Supply & Install 	 Plaster ceiling rose; 300-450mm diameter,7,1.0,501,Ceiling preparation and finishes,1916,1,nr,1257,Plaster ceiling rose; 300-450mm diameter
8938,	Reposition existing alarm system,Supply & Install 	Reposition existing alarm system,7,1.0,479,Wired appliances,1753,1,nr,6,Alarm control pad
9895, Concrete edging,Supply & Install  Concrete edging,6,1.0,493,External works,1873,2,m,1723,Border edging / pavement edging
10378, Mastic / sealant to kitchens,Supply & Install  Mastic / sealant to kitchens,7,1.0,469,"Units, worktops and kitchen appliances",2082,35,item,1982,Mastic / sealant to kitchens
10548,"1000mm wide by 1000mm deep footing, cast in underpinning sequence","Supply & Install 1000mm wide by 1000mm deep footing, cast in underpinning sequence",7,1.0,478,Foundations and substructure,1648,2,m,2053,"Shuttering, concrete and mesh to 1000mm wide by 1000mm deep trench foundations"
9776,"1000mm wide x 1000mm deep trench footing, 1.5m BGL","Supply & Install 1000mm wide x 1000mm deep trench footing, 1.5m BGL",7,1.0,478,Foundations and substructure,1648,2,m,1638,"Shuttering, concrete and mesh to 1000mm wide by 1500mm deep trench foundations "
9003,1000x1000mm wide by 1000mm deep pad foundations,Supply & Install 1000x1000mm wide by 1000mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1198,"Shuttering, concrete and mesh to 1000x1000mm wide by 1000mm deep pad foundations"
9916,1000x1000mm wide by 1200mm deep pad foundations,Supply & Install 1000x1000mm wide by 1200mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,35,item,1735,"Shuttering, concrete and mesh to 1000x1000mm wide by 1200mm deep pad foundations"
9592,1000x1000mm wide by 1250mm deep pad foundations,Supply & Install 1000x1000mm wide by 1250mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1536,"Shuttering, concrete and mesh to 1000x1000mm wide by 1250mm deep pad foundations"
9917,1000x1000mm wide by 1300mm deep pad foundations,Supply & Install 1000x1000mm wide by 1300mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,35,item,1736,"Shuttering, concrete and mesh to 1000x1000mm wide by 1300mm deep pad foundations"
8982,1000x1000mm wide by 400mm deep pad foundation,Supply & Install 1000x1000mm wide by 400mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,1,nr,1199,"Shuttering, concrete and mesh to 1000x1000mm wide by 400mm deep pad foundation"
9006,1000x1000mm wide by 450mm deep pad foundation,Supply & Install 1000x1000mm wide by 450mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,1,nr,1204,"Shuttering, concrete and mesh to 1000x1000mm wide by 450mm deep pad foundation"
9301,1000x1000mm wide by 500mm deep pad foundation,Supply & Install 1000x1000mm wide by 500mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,1,nr,1389,"Shuttering, concrete and mesh to 1000x1000mm wide by 500mm deep pad foundation"
8981,1000x1000mm wide by 600mm deep pad foundation,Supply & Install 1000x1000mm wide by 600mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,1,nr,1096,"Shuttering, concrete and mesh to 1000x1000mm wide by 600mm deep pad foundation"
8216,1000x1000mm wide by 750mm deep pad foundations,Supply & Install 1000x1000mm wide by 750mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,800,"Shuttering, concrete and mesh to 1000x1000mm wide by 750mm deep pad foundations"
10263,1000x500mm wide by 1000mm deep pad foundation,Supply & Install 1000x500mm wide by 1000mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,35,item,1389,"Shuttering, concrete and mesh to 1000x1000mm wide by 500mm deep pad foundation"
9493,1000x800mm wide by 750mm deep pad foundations,Supply & Install 1000x800mm wide by 750mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,35,item,1500,"Shuttering, concrete and mesh to 1000x800mm wide by 750mm deep pad foundations"
8018,100mm Concrete block wall; external wall,Supply & Install 100mm Concrete block wall; external wall,1,1.0,489,External wall structure and lining,1707,4,m2,405,100mm blocks
10299,100mm Concrete block wall; external wall; plinth,Supply & Install 100mm Concrete block wall; external wall; plinth,7,1.0,489,External wall structure and lining,1707,4,m2,405,100mm blocks
9350,100mm Concrete block wall; gable ends,Supply & Install 100mm Concrete block wall; gable ends,1,1.0,489,External wall structure and lining,1707,4,m2,405,100mm blocks
9075,100mm concrete block wall; internal wall,Supply & Install 100mm concrete block wall; internal wall,1,1.0,503,Internal wall structure and lining,1709,4,m2,405,100mm blocks
10137,100mm concrete block wall; party wall,Supply & Install 100mm concrete block wall; party wall,7,1.0,503,Internal wall structure and lining,2044,4,m2,405,100mm blocks
9274,100mm ready mix concrete slab,Supply & Install 100mm ready mix concrete slab,2,1.0,467,Floor structure and lining,1687,4,m2,1372,100mm concrete slab
9761,1100 x 750 x 1000mm deep pad foundation,Supply & Install 1100 x 750 x 1000mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,35,item,1634,"Shuttering, concrete and mesh to 1100 x 750 x 1000mm deep pad foundation"
10227,1100mm wide by 600mm deep trench foundations,Supply & Install 1100mm wide by 600mm deep trench foundations,7,1.0,478,Foundations and substructure,1648,2,m,1909,"Shuttering, concrete and mesh to 1100mm wide by 600mm deep trench foundations - 4-10m run"
8406,1100x1100mm wide by 1000mm deep pad foundations,Supply & Install 1100x1100mm wide by 1000mm deep pad foundations,7,,478,Foundations and substructure,1648,1,nr,627,"Shuttering, concrete and mesh to 1100x1100mm wide by 1000mm deep pad foundations"
10361,1100x1100mm wide by 600mm deep pad foundations,Supply & Install 1100x1100mm wide by 600mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,35,item,1970,"Shuttering, concrete and mesh to 1100x1100mm wide by 600mm deep pad foundations"
10444,110mm uPVC rainwater pipe with gravel fill,Supply & Install 110mm uPVC rainwater pipe with gravel fill,7,1.0,485,Drainage and pipework,1646,2,m,1803,uPVC drainage pipes
8959,1200mm wide x 1600mm deep trench foundations,Supply & Install 1200mm wide x 1600mm deep trench foundations,6,1.0,478,Foundations and substructure,1648,2,m,1156,"Shuttering, concrete and mesh to 1200mm wide by 1600mm deep trench foundations "
10741,1200x1000mm wide by 500mm deep pad foundations,Supply & Install 1200x1000mm wide by 500mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,35,item,2157,"Shuttering, concrete and mesh to 1200x1000mm wide by 500mm deep pad foundations"
9004,1200x1200mm wide by 1000mm deep pad foundations,Supply & Install 1200x1200mm wide by 1000mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1202,"Shuttering, concrete and mesh to 1200x1200mm by 1000mm deep pad foundations"
8924,1200x1200mm wide by 1200mm deep pad foundations,Supply & Install 1200x1200mm wide by 1200mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1200,"Shuttering, concrete and mesh to 1200x1200mm by 1200mm deep pad foundations"
9225,1200x1200mm wide by 1750mm deep pad foundations,Supply & Install 1200x1200mm wide by 1750mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1350,"Shuttering, concrete and mesh to 1200x1200mm wide by 1750mm deep pad foundations"
10068,1200x1200mm wide by 400mm deep pad foundations,Supply & Install 1200x1200mm wide by 400mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1836,1200x1200mm wide by 400mm deep pad foundations
10226,1200x1200mm wide by 600mm deep pad foundations,Supply & Install 1200x1200mm wide by 600mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,35,item,1907,"Shuttering, concrete and mesh to 1200x1200mm by 600mm deep pad foundations"
10684,1200x1700mm wide by 550mm deep pad foundations,Supply & Install 1200x1700mm wide by 550mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,2123,1200x1700mm wide by 550mm deep pad foundations
10869,1200x900mm wide by 750mm deep pad foundation,Supply & Install 1200x900mm wide by 750mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,1,nr,2225,"Shuttering, concrete and mesh to 1200x900mm wide by 750mm deep pad foundations"
10709,"1250x1250mm wide by 450mm deep pad foundation, 1000mm deep excavation, excl. excavation","Supply & Install 1250x1250mm wide by 450mm deep pad foundation, 1000mm deep excavation, excl. excavation",7,1.0,478,Foundations and substructure,1648,1,nr,2139,"1250x1250mm wide by 450mm deep pad foundation, 1000mm deep excavation"
10685,1250x1500mm wide by 800mm deep pad foundations,Supply & Install 1250x1500mm wide by 800mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,2124,1250x1500mm wide by 800mm deep pad foundations
9353,125mm ready mix concrete slab,Supply & Install 125mm ready mix concrete slab,2,1.0,467,Floor structure and lining,1687,4,m2,1415,125mm concrete slab
9760,1300 x 1700 x 1000mm deep pad foundation,Supply & Install 1300 x 1700 x 1000mm deep pad foundation,7,1.0,478,Foundations and substructure,1648,35,item,1633,"Shuttering, concrete and mesh to 1300 x 1700 x 1000mm deep pad foundation"
9390,1400mm wide by 300mm deep strip foundation,Supply & Install 1400mm wide by 300mm deep strip foundation,7,1.0,478,Foundations and substructure,1648,2,m,1437,1400mm wide by 300mm deep strip foundations
9297,1400x1400mm wide by 1000mm concrete pad foundation,Supply & Install 1400x1400mm wide by 1000mm concrete pad foundation,7,1.0,478,Foundations and substructure,1648,35,item,1386,"Shuttering, concrete and mesh to 1400 x 1400 x 1000mm concrete pad foundation"
10568,"1400x1400mm wide by 300mm deep pad foundations, 1000mm deep excavation","Supply & Install 1400x1400mm wide by 300mm deep pad foundations, 1000mm deep excavation",7,1.0,478,Foundations and substructure,1648,1,nr,2058,"1400x1400mm wide by 300mm deep pad foundations, 1000mm deep excavation"
9468,1400x1400mm wide by 600mm deep pad foundations,Supply & Install 1400x1400mm wide by 600mm deep pad foundations,7,1.0,478,Foundations and substructure,1648,1,nr,1481,"Shuttering, concrete and mesh to 1400x1400mm by 600mm deep pad foundations"
8020,140mm Concrete block wall; external wall,Supply & Install 140mm Concrete block wall; external wall,1,1.0,489,External wall structure and lining,1707,4,m2,407,140mm blocks
9177,140mm Concrete block wall; internal wall,Supply & Install 140mm Concrete block wall; internal wall,7,1.0,503,Internal wall structure and lining,1709,4,m2,407,140mm blocks
10470,Provisional sum for complete removal of existing electrical installation,Provisional sum for complete removal of existing electrical installation,7,1.0,482,Demolitions,2060,35,item,,
10562,Strip out existing windows and patio doors,Strip out existing windows and patio doors,7,1.0,482,Demolitions,2060,35,item,,
10325,Pricing clarifications - Demolitions,Pricing clarifications - Demolitions,7,1.0,482,Demolitions,2062,35,item,1946,Pricing clarifications - Demolitions
9136,Asbestos Removal,Asbestos Removal,7,1.0,482,Demolitions,1682,35,item,1285,Asbestos Removal
10390,Break out gulley,Break out gulley,7,1.0,482,Demolitions,1682,1,nr,,
10189,Carefully strip out roof tiles ready for re-use,Carefully strip out roof tiles ready for re-use,7,1.0,482,Demolitions,1682,4,m2,,
8069,"Clear site of bushes, scrub and undergrowth","Clear site of bushes, scrub and undergrowth",2,1.0,482,Demolitions,1682,4,m2,,
